FastReview OF RUN ./data/case1/case1.data -- 353 time step  -- 1336 (+128) NR step : 9177 (+1257) LS step
        TIME   dt/NRiter      LSiter      dPBmax      dPWmax       dTmax       eVmax       dSmax       dNmax         CFL
     186.790   3.000e+00   2.300e+01   1.325e+01   1.517e+01   0.000e+00   4.013e-03   1.043e-01   3.050e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.356e+01   1.571e+01   0.000e+00   1.053e-05   5.520e-02   6.310e-02   0.000e+00
           -   2.000e+00   6.000e+00   1.646e+00   4.954e-02   0.000e+00   1.233e-05   3.842e-02   4.883e-02   0.000e+00
           -   3.000e+00   6.000e+00   3.192e-01   0.000e+00   0.000e+00   1.165e-04   7.187e-03   2.220e-02   0.000e+00
           -   4.000e+00   4.000e+00   9.858e-03   5.704e-04   0.000e+00   4.038e-03   2.050e-03   1.334e-02   0.000e+00
     189.790   3.000e+00   2.400e+01   1.334e+01   1.547e+01   0.000e+00   4.038e-03   1.020e-01   2.865e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.313e+01   1.564e+01   0.000e+00   1.250e-05   5.462e-02   6.285e-02   0.000e+00
           -   2.000e+00   5.000e+00   1.129e+00   2.270e-01   0.000e+00   7.509e-07   3.890e-02   4.948e-02   0.000e+00
           -   3.000e+00   6.000e+00   3.804e-01   3.904e-05   0.000e+00   4.600e-03   2.400e-02   2.358e-02   0.000e+00
           -   4.000e+00   4.000e+00   5.018e-02   0.000e+00   0.000e+00   4.684e-05   5.716e-03   2.114e-02   0.000e+00
     192.790   3.000e+00   2.300e+01   1.328e+01   1.541e+01   0.000e+00   4.684e-05   9.794e-02   5.020e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.325e+01   1.560e+01   0.000e+00   7.421e-04   4.548e-02   6.302e-02   0.000e+00
           -   2.000e+00   5.000e+00   6.883e-01   0.000e+00   0.000e+00   2.908e-03   4.341e-02   4.483e-02   0.000e+00
           -   3.000e+00   5.000e+00   3.228e-01   0.000e+00   0.000e+00   4.574e-03   2.675e-02   2.217e-02   0.000e+00
           -   4.000e+00   5.000e+00  -1.550e-03   0.000e+00   0.000e+00   7.329e-07   1.783e-03   1.479e-02   0.000e+00
     195.790   3.000e+00   2.300e+01   1.323e+01   1.536e+01   0.000e+00   7.329e-07   9.638e-02   3.969e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.359e+01   1.546e+01   0.000e+00   9.051e-05   4.543e-02   6.306e-02   0.000e+00
           -   2.000e+00   6.000e+00   9.497e-02   9.305e-02   0.000e+00   1.865e-02   3.828e-02   4.980e-02   0.000e+00
           -   3.000e+00   6.000e+00   2.637e-01   2.089e-02   0.000e+00   4.550e-03   7.175e-03   1.623e-02   0.000e+00
           -   4.000e+00   4.000e+00  -2.187e-03   0.000e+00   0.000e+00   3.102e-07   3.098e-03   1.083e-02   0.000e+00
     198.790   3.000e+00   2.400e+01   1.327e+01   1.507e+01   0.000e+00   3.102e-07   9.509e-02   2.178e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.329e+01   1.504e+01   0.000e+00   7.952e-04   5.470e-02   6.302e-02   0.000e+00
           -   2.000e+00   5.000e+00   6.402e-01   3.217e-01   0.000e+00   6.835e-03   3.682e-02   3.122e-02   0.000e+00
           -   3.000e+00   6.000e+00   5.399e-01   1.945e-02   0.000e+00   6.626e-03   2.294e-02   1.467e-02   0.000e+00
           -   4.000e+00   3.000e+00   7.275e-02   8.736e-04   0.000e+00   6.275e-07   1.907e-03   2.137e-02   0.000e+00
     201.790   3.000e+00   2.200e+01   1.331e+01   1.531e+01   0.000e+00   6.275e-07   9.497e-02   2.114e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.362e+01   1.532e+01   0.000e+00   9.456e-05   5.463e-02   6.295e-02   0.000e+00
           -   2.000e+00   5.000e+00  -3.786e-02   0.000e+00   0.000e+00   2.255e-02   4.014e-02   4.499e-02   0.000e+00
           -   3.000e+00   5.000e+00   3.436e-01   1.085e-02   0.000e+00   4.788e-03   2.548e-02   1.631e-02   0.000e+00
           -   4.000e+00   5.000e+00   1.249e-01   1.395e-03   0.000e+00   6.827e-07   1.100e-03   1.222e-02   0.000e+00
     204.790   3.000e+00   2.300e+01   1.333e+01   1.514e+01   0.000e+00   6.827e-07   9.425e-02   2.564e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.316e+01   1.515e+01   0.000e+00   2.572e-04   5.852e-02   6.300e-02   0.000e+00
           -   2.000e+00   6.000e+00   1.218e+00   0.000e+00   0.000e+00   2.590e-03   4.402e-02   2.582e-02   0.000e+00
           -   3.000e+00   6.000e+00   1.628e-01   9.098e-02   0.000e+00   4.734e-03   4.264e-03   2.600e-02   0.000e+00
           -   4.000e+00   4.000e+00   6.902e-02   0.000e+00   0.000e+00   1.135e-07   2.513e-03   1.695e-02   0.000e+00
     207.790   3.000e+00   2.400e+01   1.336e+01   1.501e+01   0.000e+00   1.135e-07   9.449e-02   5.804e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.388e+01   1.520e+01   0.000e+00   8.151e-06   5.595e-02   6.294e-02   0.000e+00
           -   2.000e+00   6.000e+00   3.047e-01   0.000e+00   0.000e+00   4.030e-03   4.153e-02   5.351e-02   0.000e+00
           -   3.000e+00   5.000e+00   9.029e-02   1.244e-02   0.000e+00   6.513e-03   2.650e-02   2.056e-02   0.000e+00
           -   4.000e+00   5.000e+00   5.863e-02   0.000e+00   0.000e+00   6.209e-08   2.151e-03   6.169e-03   0.000e+00
     210.790   3.000e+00   2.400e+01   1.339e+01   1.509e+01   0.000e+00   6.209e-08   9.400e-02   1.937e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.356e+01   1.533e+01   0.000e+00   1.755e-05   5.660e-02   6.278e-02   0.000e+00
           -   2.000e+00   6.000e+00   7.077e-01   0.000e+00   0.000e+00   4.883e-03   4.343e-02   5.020e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.706e-01   2.761e-03   0.000e+00   4.785e-03   2.306e-02   1.874e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.015e-01   1.151e-03   0.000e+00   2.828e-06   5.175e-03   1.123e-02   0.000e+00
     213.790   3.000e+00   2.300e+01   1.342e+01   1.518e+01   0.000e+00   2.828e-06   9.441e-02   1.928e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.395e+01   1.537e+01   0.000e+00   8.191e-04   5.753e-02   6.308e-02   0.000e+00
           -   2.000e+00   6.000e+00   3.208e-01   2.332e-01   0.000e+00   2.507e-02   3.764e-02   5.064e-02   0.000e+00
           -   3.000e+00   5.000e+00   5.714e-01   1.812e-02   0.000e+00   6.611e-03   2.683e-02   1.769e-02   0.000e+00
           -   4.000e+00   4.000e+00   8.238e-02   4.664e-04   0.000e+00   3.504e-07   4.618e-03   2.096e-02   0.000e+00
     216.790   3.000e+00   2.300e+01   1.348e+01   1.558e+01   0.000e+00   3.504e-07   9.425e-02   2.449e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.346e+01   1.525e+01   0.000e+00   8.174e-04   5.690e-02   6.306e-02   0.000e+00
           -   2.000e+00   7.000e+00   1.070e+00   1.559e-01   0.000e+00   6.094e-03   4.385e-02   2.881e-02   0.000e+00
           -   3.000e+00   4.000e+00   5.044e-02   0.000e+00   0.000e+00   6.509e-03   2.770e-02   3.277e-02   0.000e+00
           -   4.000e+00   4.000e+00   6.850e-02   2.769e-03   0.000e+00   1.427e-06   2.300e-03   1.176e-02   0.000e+00
     219.790   3.000e+00   2.300e+01   1.355e+01   1.509e+01   0.000e+00   1.427e-06   9.494e-02   4.333e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.382e+01   1.474e+01   0.000e+00   8.116e-04   5.726e-02   6.310e-02   0.000e+00
           -   2.000e+00   5.000e+00   3.506e-01   3.816e-01   0.000e+00   2.268e-02   3.809e-02   3.918e-02   0.000e+00
           -   3.000e+00   5.000e+00   7.371e-01   4.432e-03   0.000e+00   6.500e-03   2.669e-02   1.712e-02   0.000e+00
           -   4.000e+00   4.000e+00   5.475e-02   2.572e-03   0.000e+00   3.813e-07   2.208e-03   2.131e-02   0.000e+00
     222.790   3.000e+00   2.200e+01   1.358e+01   1.511e+01   0.000e+00   3.813e-07   9.511e-02   2.147e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.379e+01   1.530e+01   0.000e+00   6.679e-07   4.903e-02   6.291e-02   0.000e+00
           -   2.000e+00   6.000e+00   5.570e-02   2.162e-02   0.000e+00   2.218e-02   4.494e-02   4.159e-02   0.000e+00
           -   3.000e+00   4.000e+00   3.350e-01   1.291e-02   0.000e+00   5.024e-03   2.470e-02   1.875e-02   0.000e+00
           -   4.000e+00   4.000e+00   1.114e-01   6.145e-03   0.000e+00   4.350e-07   2.748e-03   1.332e-02   0.000e+00
     225.790   3.000e+00   2.200e+01   1.365e+01   1.532e+01   0.000e+00   4.350e-07   9.567e-02   3.114e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.408e+01   1.545e+01   0.000e+00   1.059e-05   5.537e-02   6.316e-02   0.000e+00
           -   2.000e+00   6.000e+00   4.537e-01   0.000e+00   0.000e+00   7.107e-03   3.954e-02   4.124e-02   0.000e+00
           -   3.000e+00   5.000e+00   3.924e-01   2.353e-03   0.000e+00   4.971e-03   2.592e-02   1.654e-02   0.000e+00
           -   4.000e+00   4.000e+00   6.676e-02   4.336e-03   0.000e+00   8.091e-07   7.034e-03   2.040e-02   0.000e+00
     228.790   3.000e+00   2.400e+01   1.376e+01   1.520e+01   0.000e+00   8.091e-07   9.550e-02   1.907e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.427e+01   1.516e+01   0.000e+00   3.679e-04   5.397e-02   6.301e-02   0.000e+00
           -   2.000e+00   6.000e+00   6.071e-01   1.236e-01   0.000e+00   5.613e-03   4.526e-02   3.353e-02   0.000e+00
           -   3.000e+00   4.000e+00   1.030e-01   3.206e-03   0.000e+00   4.989e-03   2.346e-02   1.970e-02   0.000e+00
           -   4.000e+00   4.000e+00   9.691e-02   7.319e-03   0.000e+00   1.977e-06   5.186e-03   1.316e-02   0.000e+00
     231.790   3.000e+00   2.200e+01   1.386e+01   1.526e+01   0.000e+00   1.977e-06   9.514e-02   1.905e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.488e+01   1.532e+01   0.000e+00   8.247e-04   5.744e-02   6.329e-02   0.000e+00
           -   2.000e+00   7.000e+00   1.526e-01   1.075e-01   0.000e+00   6.288e-03   4.496e-02   5.485e-02   0.000e+00
           -   3.000e+00   5.000e+00   6.637e-02   3.634e-03   0.000e+00   4.832e-03   1.761e-02   2.207e-02   0.000e+00
           -   4.000e+00   4.000e+00   7.135e-02   1.892e-03   0.000e+00   2.965e-07   2.264e-03   8.489e-03   0.000e+00
     234.790   3.000e+00   2.400e+01   1.393e+01   1.539e+01   0.000e+00   2.965e-07   9.528e-02   4.802e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.505e+01   1.520e+01   0.000e+00   6.259e-04   5.811e-02   6.323e-02   0.000e+00
           -   2.000e+00   6.000e+00   4.248e-01   6.895e-02   0.000e+00   1.018e-02   4.462e-02   4.892e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.981e-01   6.248e-02   0.000e+00   6.559e-03   2.826e-02   2.242e-02   0.000e+00
           -   4.000e+00   6.000e+00   8.298e-02   3.049e-03   0.000e+00   5.144e-07   4.550e-03   7.178e-03   0.000e+00
     237.790   3.000e+00   2.500e+01   1.400e+01   1.532e+01   0.000e+00   5.144e-07   9.608e-02   1.863e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.556e+01   1.555e+01   0.000e+00   7.299e-04   5.810e-02   6.321e-02   0.000e+00
           -   2.000e+00   6.000e+00   4.769e-02   0.000e+00   0.000e+00   9.563e-03   4.973e-02   6.582e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.897e-01   1.906e-02   0.000e+00   6.286e-03   2.361e-02   1.866e-02   0.000e+00
           -   4.000e+00   6.000e+00   9.196e-02   5.631e-03   0.000e+00   1.303e-06   1.631e-03   9.740e-03   0.000e+00
     240.790   3.000e+00   2.500e+01   1.407e+01   1.531e+01   0.000e+00   1.303e-06   9.741e-02   1.845e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.495e+01   1.567e+01   0.000e+00   7.128e-04   5.830e-02   6.316e-02   0.000e+00
           -   2.000e+00   6.000e+00  -3.799e-02   0.000e+00   0.000e+00   9.722e-03   5.151e-02   6.835e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.301e-01   1.573e-02   0.000e+00   6.680e-03   4.822e-03   2.006e-02   0.000e+00
           -   4.000e+00   5.000e+00   7.405e-02   3.829e-03   0.000e+00   5.211e-07   5.078e-03   1.054e-02   0.000e+00
     243.790   3.000e+00   2.500e+01   1.411e+01   1.544e+01   0.000e+00   5.211e-07   9.794e-02   1.846e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.474e+01   1.559e+01   0.000e+00   8.548e-04   5.469e-02   6.333e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.574e-01   9.836e-02   0.000e+00   8.326e-03   5.241e-02   6.953e-02   0.000e+00
           -   3.000e+00   6.000e+00   1.132e-01   2.042e-04   0.000e+00   5.141e-03   3.026e-02   2.050e-02   0.000e+00
           -   4.000e+00   5.000e+00   6.703e-02   9.997e-04   0.000e+00   5.957e-05   1.443e-03   1.728e-02   0.000e+00
     246.790   3.000e+00   2.600e+01   1.409e+01   1.558e+01   0.000e+00   5.957e-05   9.809e-02   1.832e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.385e+01   1.550e+01   0.000e+00   4.437e-07   4.988e-02   6.319e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.225e+00   1.243e-01   0.000e+00   1.219e-02   4.690e-02   1.704e-02   0.000e+00
           -   3.000e+00   6.000e+00   9.499e-02   1.610e-02   0.000e+00   7.009e-03   3.084e-02   3.526e-02   0.000e+00
           -   4.000e+00   6.000e+00   6.968e-02   1.040e-03   0.000e+00   8.250e-05   3.819e-03   1.217e-02   0.000e+00
     249.790   3.000e+00   2.700e+01   1.425e+01   1.547e+01   0.000e+00   8.250e-05   9.787e-02   1.814e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.424e+01   1.570e+01   0.000e+00   9.732e-05   5.312e-02   6.312e-02   0.000e+00
           -   2.000e+00   6.000e+00   8.811e-01   0.000e+00   0.000e+00   7.013e-03   4.355e-02   1.965e-02   0.000e+00
           -   3.000e+00   6.000e+00   8.755e-02   1.985e-02   0.000e+00   6.611e-03   2.602e-02   2.834e-02   0.000e+00
           -   4.000e+00   5.000e+00   5.853e-02   1.110e-03   0.000e+00   4.825e-03   5.257e-03   1.293e-02   0.000e+00
     252.790   3.000e+00   2.500e+01   1.430e+01   1.560e+01   0.000e+00   4.825e-03   9.758e-02   1.889e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.461e+01   1.593e+01   0.000e+00   2.197e-06   5.553e-02   6.322e-02   0.000e+00
           -   2.000e+00   7.000e+00   3.377e-01   1.007e-02   0.000e+00   1.311e-02   4.776e-02   3.747e-02   0.000e+00
           -   3.000e+00   6.000e+00   1.836e-01   2.134e-03   0.000e+00   5.079e-03   2.296e-02   2.146e-02   0.000e+00
           -   4.000e+00   6.000e+00   9.702e-02   1.785e-04   0.000e+00   5.498e-03   4.228e-03   8.088e-03   0.000e+00
     255.790   3.000e+00   2.800e+01   1.448e+01   1.572e+01   0.000e+00   5.498e-03   9.757e-02   1.787e-02   0.000e+00
           -   1.000e+00   1.000e+01   1.554e+01   1.610e+01   0.000e+00   6.878e-04   4.459e-02   6.312e-02   0.000e+00
           -   2.000e+00   5.000e+00   4.542e-01   8.990e-02   0.000e+00   1.320e-02   4.259e-02   5.086e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.658e-01   1.713e-02   0.000e+00   6.705e-03   1.147e-02   2.928e-02   0.000e+00
           -   4.000e+00   7.000e+00   8.933e-02   4.879e-03   0.000e+00   7.294e-07   1.805e-03   1.079e-04   0.000e+00
     258.790   3.000e+00   2.700e+01   1.462e+01   1.606e+01   0.000e+00   7.294e-07   9.798e-02   1.852e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.558e+01   1.624e+01   0.000e+00   6.735e-04   5.420e-02   6.322e-02   0.000e+00
           -   2.000e+00   6.000e+00   3.077e-01   5.577e-02   0.000e+00   1.097e-02   4.264e-02   5.054e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.405e-01   1.001e-02   0.000e+00   5.331e-03   7.199e-03   2.465e-02   0.000e+00
           -   4.000e+00   5.000e+00   7.552e-02   3.729e-03   0.000e+00   4.919e-03   5.730e-03   4.895e-03   0.000e+00
     261.790   3.000e+00   2.400e+01   1.473e+01   1.604e+01   0.000e+00   4.919e-03   1.016e-01   1.861e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.491e+01   1.595e+01   0.000e+00   7.603e-04   5.754e-02   6.295e-02   0.000e+00
           -   2.000e+00   6.000e+00   1.575e+00   5.455e-03   0.000e+00   1.300e-02   4.113e-02   1.205e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.203e-01   6.186e-03   0.000e+00   7.031e-03   5.727e-03   2.620e-02   0.000e+00
           -   4.000e+00   6.000e+00   8.754e-02   2.894e-03   0.000e+00   7.092e-07   2.011e-03   1.264e-02   0.000e+00
     264.790   3.000e+00   2.600e+01   1.485e+01   1.582e+01   0.000e+00   7.092e-07   1.028e-01   1.734e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.484e+01   1.597e+01   0.000e+00   8.369e-04   5.021e-02   6.320e-02   0.000e+00
           -   2.000e+00   5.000e+00   1.857e+00   1.818e-01   0.000e+00   9.569e-03   4.768e-02   5.433e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.076e-01   2.245e-02   0.000e+00   5.195e-03   4.661e-02   6.197e-02   0.000e+00
           -   4.000e+00   5.000e+00   7.035e-02   5.723e-03   0.000e+00   8.654e-03   7.269e-03   1.643e-02   0.000e+00
     267.790   3.000e+00   2.300e+01   1.496e+01   1.591e+01   0.000e+00   8.654e-03   1.022e-01   1.800e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.590e+01   1.640e+01   0.000e+00   4.517e-04   5.418e-02   6.305e-02   0.000e+00
           -   2.000e+00   5.000e+00   5.344e-01   0.000e+00   0.000e+00   7.373e-03   4.830e-02   5.062e-02   0.000e+00
           -   3.000e+00   5.000e+00   7.579e-02   2.925e-02   0.000e+00   5.105e-03   2.450e-02   2.930e-02   0.000e+00
           -   4.000e+00   6.000e+00   1.854e-01   2.693e-02   0.000e+00   1.173e-05   5.098e-03   3.635e-04   0.000e+00
     270.790   3.000e+00   2.500e+01   1.529e+01   1.615e+01   0.000e+00   1.173e-05   1.012e-01   1.849e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.598e+01   1.658e+01   0.000e+00   6.956e-04   5.180e-02   6.315e-02   0.000e+00
           -   2.000e+00   5.000e+00   1.037e-01   2.748e-02   0.000e+00   5.123e-03   4.959e-02   4.283e-02   0.000e+00
           -   3.000e+00   5.000e+00   6.032e-02   2.253e-02   0.000e+00   1.294e-02   1.003e-02   2.345e-02   0.000e+00
           -   4.000e+00   5.000e+00   2.688e-01   2.622e-02   0.000e+00   9.550e-05   1.618e-03   6.787e-05   0.000e+00
     273.790   3.000e+00   2.300e+01   1.539e+01   1.635e+01   0.000e+00   9.550e-05   1.047e-01   1.981e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.628e+01   1.677e+01   0.000e+00   3.442e-04   5.153e-02   5.347e-02   0.000e+00
           -   2.000e+00   6.000e+00   1.681e-01   4.947e-02   0.000e+00   1.499e-02   5.193e-02   6.576e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.763e-01   6.828e-04   0.000e+00   5.183e-03   4.746e-02   6.242e-02   0.000e+00
           -   4.000e+00   6.000e+00   9.029e-02   3.534e-03   0.000e+00   1.330e-06   7.841e-03   9.725e-03   0.000e+00
     276.790   3.000e+00   2.600e+01   1.552e+01   1.640e+01   0.000e+00   1.330e-06   1.057e-01   3.312e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.538e+01   1.673e+01   0.000e+00   6.716e-04   4.811e-02   6.307e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.027e+00   1.404e-01   0.000e+00   1.505e-02   4.450e-02   4.029e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.591e-01   1.603e-02   0.000e+00   5.120e-03   3.917e-02   5.970e-02   0.000e+00
           -   4.000e+00   6.000e+00   8.199e-02   3.180e-03   0.000e+00   1.250e-07   3.808e-03   1.776e-02   0.000e+00
     279.790   3.000e+00   2.500e+01   1.590e+01   1.660e+01   0.000e+00   1.250e-07   1.045e-01   3.109e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.582e+01   1.689e+01   0.000e+00   5.366e-04   4.830e-02   6.262e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.693e+00   4.098e-01   0.000e+00   1.250e-02   5.508e-02   2.047e-02   0.000e+00
           -   3.000e+00   5.000e+00   1.633e-01   1.441e-02   0.000e+00   5.398e-03   3.957e-02   3.754e-02   0.000e+00
           -   4.000e+00   6.000e+00   2.780e-01   5.362e-02   0.000e+00   4.436e-06   1.267e-03   9.733e-04   0.000e+00
     282.790   3.000e+00   2.600e+01   1.606e+01   1.675e+01   0.000e+00   4.436e-06   1.089e-01   2.807e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.691e+01   1.720e+01   0.000e+00   5.783e-04   5.724e-02   6.298e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.399e+00   0.000e+00   0.000e+00   8.186e-03   5.713e-02   5.407e-02   0.000e+00
           -   3.000e+00   4.000e+00   8.574e-03   6.449e-03   0.000e+00   5.144e-03   8.236e-02   9.717e-02   0.000e+00
           -   4.000e+00   5.000e+00   1.612e-01   1.050e-02   0.000e+00   1.049e-02   1.107e-02   8.900e-03   0.000e+00
           -   5.000e+00   5.000e+00   2.242e-01   3.549e-02   0.000e+00   1.407e-08   2.848e-04   9.295e-04   0.000e+00
     285.790   3.000e+00   2.900e+01   1.636e+01   1.676e+01   0.000e+00   1.407e-08   1.074e-01   4.607e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.642e+01   1.705e+01   0.000e+00   7.670e-04   5.458e-02   6.283e-02   0.000e+00
           -   2.000e+00   6.000e+00   2.483e+00   4.569e-01   0.000e+00   9.327e-02   4.643e-02   4.220e-02   0.000e+00
           -   3.000e+00   4.000e+00   3.368e-02   2.483e-02   0.000e+00   1.033e-02   6.675e-02   8.441e-02   0.000e+00
           -   4.000e+00   5.000e+00   4.386e-01   1.013e-01   0.000e+00   1.047e-02   8.285e-03   1.288e-04   0.000e+00
     288.790   3.000e+00   2.300e+01   1.663e+01   1.706e+01   0.000e+00   1.047e-02   1.121e-01   1.742e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.702e+01   1.739e+01   0.000e+00   9.343e-04   5.498e-02   6.270e-02   0.000e+00
           -   2.000e+00   6.000e+00   3.231e+00   6.953e-01   0.000e+00   1.745e-05   4.799e-02   3.949e-02   0.000e+00
           -   3.000e+00   5.000e+00   4.341e-02   8.109e-03   0.000e+00   4.431e-04   8.556e-02   1.012e-01   0.000e+00
           -   4.000e+00   4.000e+00   1.348e-01   2.317e-02   0.000e+00   2.813e-03   1.641e-02   1.115e-02   0.000e+00
           -   5.000e+00   6.000e+00   4.177e-02   2.684e-03   0.000e+00   8.423e-08   3.354e-04   1.985e-04   0.000e+00
     291.790   3.000e+00   3.000e+01   1.745e+01   1.741e+01   0.000e+00   8.423e-08   1.092e-01   2.356e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.805e+01   1.823e+01   0.000e+00   1.898e-04   5.655e-02   6.197e-02   0.000e+00
           -   2.000e+00   5.000e+00   1.868e-01   8.016e-02   0.000e+00   1.852e-02   6.412e-02   6.023e-02   0.000e+00
           -   3.000e+00   5.000e+00   2.233e-01   5.937e-03   0.000e+00   5.273e-03   3.175e-02   3.302e-02   0.000e+00
           -   4.000e+00   6.000e+00   1.738e-01   3.794e-03   0.000e+00   4.388e-06   3.920e-03   1.593e-02   0.000e+00
     294.790   3.000e+00   2.400e+01   1.724e+01   1.743e+01   0.000e+00   4.388e-06   1.143e-01   3.589e-02   0.000e+00
           -   1.000e+00   8.000e+00   1.849e+01   1.829e+01   0.000e+00   1.933e-04   5.396e-02   6.201e-02   0.000e+00
           -   2.000e+00   7.000e+00   3.410e+00   1.021e+00   0.000e+00   8.748e-02   4.998e-02   5.714e-02   0.000e+00
           -   3.000e+00   5.000e+00   4.568e-02   1.028e-02   0.000e+00   1.799e-02   2.747e-02   5.692e-02   0.000e+00
           -   4.000e+00   5.000e+00   4.927e-01   1.111e-01   0.000e+00   1.931e-07   4.800e-03   3.610e-03   0.000e+00
           -   5.000e+00   6.000e+00   5.087e-02   3.358e-04   0.000e+00   1.195e-07   6.569e-04   5.904e-04   0.000e+00
     297.790   3.000e+00   3.100e+01   1.828e+01   1.832e+01   0.000e+00   1.195e-07   1.151e-01   2.698e-02   0.000e+00
           -   1.000e+00   9.000e+00   1.898e+01   1.885e+01   0.000e+00   7.525e-04   5.602e-02   6.262e-02   0.000e+00
           -   2.000e+00   5.000e+00   2.617e+00   6.160e-01   0.000e+00   3.206e-02   6.206e-02   4.441e-02   0.000e+00
           -   3.000e+00   5.000e+00   2.483e-01   4.132e-02   0.000e+00   8.440e-03   1.694e-02   5.033e-02   0.000e+00
           -   4.000e+00   7.000e+00   1.841e-01   4.930e-03   0.000e+00   5.909e-03   1.745e-03   4.926e-03   0.000e+00
     300.790   3.000e+00   2.600e+01   1.861e+01   1.879e+01   0.000e+00   5.909e-03   1.150e-01   1.750e-02   0.000e+00
           -   1.000e+00   9.000e+00   2.048e+01   2.031e+01   0.000e+00   7.323e-04   5.501e-02   6.265e-02   0.000e+00
           -   2.000e+00   5.000e+00   2.579e+00   5.240e-01   0.000e+00   2.314e-02   4.803e-02   3.927e-02   0.000e+00
           -   3.000e+00   5.000e+00   2.247e-01   4.992e-03   0.000e+00   4.933e-03   1.592e-02   5.528e-02   0.000e+00
           -   4.000e+00   6.000e+00   8.353e-02   2.130e-03   0.000e+00   1.139e-05   1.505e-02   2.344e-02   0.000e+00
     303.790   3.000e+00   2.500e+01   1.922e+01   1.959e+01   0.000e+00   1.139e-05   1.156e-01   1.769e-02   0.000e+00
           -   1.000e+00   8.000e+00   2.056e+01   2.089e+01   0.000e+00   8.030e-04   5.703e-02   6.261e-02   0.000e+00
           -   2.000e+00   7.000e+00   1.057e-01   6.949e-01   0.000e+00   7.325e-01   1.371e-02   4.570e-01   0.000e+00
           -   3.000e+00   5.000e+00   9.854e+00   6.385e-03   0.000e+00   1.048e-02   8.236e-02   5.796e-02   0.000e+00
           -   4.000e+00   4.000e+00   9.990e-02   4.299e-03   0.000e+00   2.546e-01   2.843e-01   3.684e-01   0.000e+00
           -   5.000e+00   4.000e+00   5.123e+00   1.670e+00   0.000e+00   3.677e-02   1.798e-03   3.730e-04   0.000e+00
           -   6.000e+00   5.000e+00  -1.116e-03   0.000e+00   0.000e+00   3.854e-02   8.704e-02   3.252e-03   0.000e+00
           -   7.000e+00   3.000e+00   7.540e-01   7.794e-02   0.000e+00   1.050e-04   1.583e-03   2.978e-01   0.000e+00
           -   8.000e+00   4.000e+00   4.837e-01   9.787e-02   0.000e+00   1.182e-02   4.614e-02   2.875e-03   0.000e+00
           -   9.000e+00   3.000e+00   1.855e-01   1.581e-02   0.000e+00   1.181e-02   7.054e-04   1.105e-03   0.000e+00
           -   1.000e+01   6.000e+00   1.604e-03   0.000e+00   0.000e+00   1.181e-02   2.195e-05   4.298e-03   0.000e+00
